UNIQUE_ID,avg_summer_temp,avg_summer_do,critical_events,sample_count,cluster,risk_category
W2672,21.216666666666665,7.533333333333334,2,12,2,Medium Risk
W2674,21.166666666666668,7.977777777777778,3,18,2,Medium Risk
W2676,21.772727272727273,5.345454545454546,5,11,0,High Risk
W2678,15.456,5.216,13,25,0,High Risk
W2680,26.18,9.66,0,5,2,Medium Risk
W2682,18.332142857142856,5.057142857142857,16,28,0,High Risk
W2684,20.080000000000002,6.45,2,10,2,Medium Risk
W2686,19.593333333333337,7.266666666666667,2,15,1,Low Risk
W2688,22.055555555555557,6.377777777777777,3,9,2,Medium Risk
W2690,19.400000000000002,5.064285714285714,6,14,0,High Risk
W2692,20.413333333333334,6.58,3,15,2,Medium Risk
W2694,23.685714285714287,8.414285714285715,0,14,2,Medium Risk
W2696,22.92,8.213333333333333,0,15,2,Medium Risk
W2699,21.142857142857142,10.942857142857141,1,14,1,Low Risk
W2701,18.247619047619047,6.252380952380953,6,21,0,High Risk
W2704,16.472727272727273,7.409090909090909,4,22,1,Low Risk
W2706,23.650000000000002,6.883333333333333,1,6,2,Medium Risk
W2708,21.830000000000002,6.6,1,10,2,Medium Risk
W2710,23.919999999999998,5.5200000000000005,2,10,2,Medium Risk
W2712,21.189473684210526,7.326315789473684,2,19,2,Medium Risk
W2715,20.4,7.707692307692308,2,13,2,Medium Risk
W2717,21.16,7.3,2,5,2,Medium Risk
W2727,20.585714285714285,8.442857142857143,0,7,1,Low Risk
W2773,24.233333333333334,4.266666666666667,4,9,0,High Risk
W2775,23.733333333333334,7.208333333333333,2,12,2,Medium Risk
W2778,21.866666666666667,4.988888888888889,3,9,0,High Risk
W2780,23.939999999999998,6.5,3,15,2,Medium Risk
W2783,25.87142857142857,4.814285714285715,4,7,0,High Risk
W2787,23.64375,7.4,2,16,2,Medium Risk
W2789,25.669999999999998,6.839999999999999,2,10,2,Medium Risk
W2791,20.721052631578946,6.605263157894737,5,19,0,High Risk
W2796,25.064285714285713,7.935714285714285,0,14,2,Medium Risk
W2798,22.225,8.375,2,16,2,Medium Risk
W2801,23.571428571428573,7.004761904761905,5,21,2,Medium Risk
W2803,22.28333333333333,7.445833333333333,3,24,2,Medium Risk
W2805,25.108333333333334,8.299999999999999,0,12,2,Medium Risk
W2808,20.55,8.06875,3,16,2,Medium Risk
W2810,20.525000000000002,5.7875000000000005,9,24,0,High Risk
W2812,23.605882352941176,9.276470588235293,1,17,2,Medium Risk
W2814,23.266666666666666,7.983333333333333,0,6,2,Medium Risk
W2837,21.373684210526317,7.310526315789474,4,19,2,Medium Risk
W2839,21.95294117647059,6.2705882352941185,7,17,0,High Risk
